订单号,日期,渠道,商品ID,商品名称,单价,数量,金额,用户ID,收货省份,订单状态,商品品类,承诺发货时效,物流商,承诺送达时效,发货时间,签收时间,退款原因
DD202402627,2024-01-08,拼多多,P046,网易严选 保温杯 ,99,3.0,297.0,U1091,福建,已发货,家居日用,1.0,顺丰,3.0,2024-01-09,,
DD202401676,2024-02-03,天猫,,荣耀 magic6,"3,999",3.0,11997.0,U0761,江苏,已取消,手机数码,,,,,,
DD202401406,2024-11-20,天猫,P002,iPhone 15 Pro 256G ,¥8999,1.0,8999.0,U1170,广东,已完成,手机数码,1.0,京东物流,3.0,2024-11-21,2024/11/23,
DD202404313,2024-06-24,天猫,P026,小米电视 65寸,2999,3.0,8997.0,U0611,广东,已发货,家电,3.0,邮政,6.0,2024-06-27,,
DD202401850,2024-12-14,拼多多,P023,九阳破壁机 ,399,2.0,798.0,U0030,上海,已完成,家电,2.0,圆通,4.0,2024-12-16,2024-12-20,
DD202400508,2024/11/19,京东,P015,华为平板 MatePad 11,"2,199",4.0,8796.0,U0387,四川,已完成,电脑办公,2.0,中通,4.0,2024-11-20,2024-11-22,
DD202400830,2024-07-24,微信小程序,P035,欧莱雅 洗面奶,129,4.0,516.0,U1327,福建,已完成,美妆个护,1.0,京东物流,3.0,2024-07-25,2024/7/26,
DD202403858,2024-11-14,京东,P011,罗技MXMaster3S鼠标,699,2.0,1398.0,U1243,广东,已完成,电脑办公,2.0,中通,4.0,2024-11-16,2024/11/20,
DD202402315,2024/4/23,天猫,P009,小米手环8 ,249,5.0,1245.0,U0292,山西,已完成,手机数码,2.0,圆通,4.0,2024-04-24,2024-04-28,
DD202403174,2024-07-18,京东,P002,iPhone 15 Pro 256G,8999,4.0,35996.0,U0515,湖北,已完成,手机数码,2.0,圆通,4.0,2024/7/19,2024-07-21,
DD202402981,2024-06-16,,P034,雅诗兰黛 小棕瓶,¥950,5.0,4750.0,U0391,湖北,已完成,美妆个护,2.0,圆通,4.0,2024-06-18,2024-06-23,
DD202401456,2024-09-17,拼多多,P019,海尔 10kg 滚筒洗衣机,1899,1.0,1899.0,U0930,湖南,已完成,家电,2.0,圆通,4.0,2024-09-19,2024/9/23,
DD202400118,2024/11/4,拼多多,P042,农夫山泉 矿泉水,36,3.0,108.0,U0512,广东,已完成,食品,1.0,顺丰,3.0,2024-11-05,2024-11-06,
DD202402164,2024-09-09,微信小程序,P001,iPhone 15 128G,5999,-1.0,-5999.0,U0954,上海,已退款,手机数码,,,,,,不想要了
DD202403099,2024-07-28,抖音,P005,荣耀Magic6,3999,3.0,11997.0,U1471,黑龙江,待发货,手机数码,,,,,,
DD202402290,2024/1/9,拼多多,P032,太平鸟 牛仔裤,259,3.0,777.0,U0067,山东,已完成,服饰,2.0,圆通,4.0,2024/1/11,2024-01-15,
DD202403449,2024-07-30,拼多多,P021,米家扫地机器人,1599,3.0,4797.0,U0781,青海,已完成,家电,1.0,京东物流,3.0,2024-07-31,2024-08-02,
DD202402402,2024-03-26,拼多多,P050,宜家 收纳箱,¥69,-2.0,-138.0,U0596,江苏,已退款,家居日用,,,,,,不想要了
DD202403530,2024-03-09,拼多多,P039,完美日记 口红 ,89,2.0,178.0,U1252,福建,已完成,美妆个护,2.0,中通,4.0,2024/3/10,2024-03-14,
DD202401993,2024-12-05,天猫,P035,欧莱雅 洗面奶,129,1.0,129.0,U0745,浙江,待发货,美妆个护,,,,,,
DD202400283,2024-11-23,微信小程序,P019,海尔 10kg 滚筒洗衣机,¥1899,2.0,3798.0,U0543,,已完成,家电,2.0,中通,4.0,2024-11-25,2024-11-28,
DD202400694,2024-03-26,京东,,兰蔻 小黑瓶精华,¥760,1.0,760.0,U0416,山东,已完成,美妆个护,1.0,顺丰,3.0,2024-03-27,2024-03-29,
DD202404785,2024/11/19,京东,P003,华为 mate 60 pro,6999,1.0,3499.5,U1247,浙江,待发货,手机数码,,,,,,
DD202402773,2024-05-22,抖音,P050,宜家 收纳箱,69,5.0,345.0,U1192,重庆,已完成,家居日用,2.0,中通,4.0,2024-05-23,2024-05-27,
DD202402395,2024/2/25,京东,P017,得力 文件夹,15.9,5.0,79.5,U0875,广东,已完成,电脑办公,1.0,京东物流,3.0,2024-02-26,2024-02-28,
DD202404449,2024-01-30,拼多多,P038,全棉时代洗脸巾,49.9,3.0,149.7,U0494,四川,已发货,美妆个护,1.0,顺丰,3.0,2024-01-31,,
DD202403469,2024-11-27,天猫,P012,机械键盘 87键,199,4.0,796.0,U1293,安徽,已完成,电脑办公,1.0,京东物流,3.0,2024-11-28,2024/11/30,
DD202403415,2024-04-17,拼多多,P042,农夫山泉 矿泉水,36,5.0,180.0,U1174,江苏,已完成,食品,1.0,顺丰,3.0,2024-04-18,2024-04-19,
DD202404579,2024-02-11,拼多多,P027,优衣库 圆领T恤,¥79,3.0,118.5,U0484,宁夏,已完成,服饰,2.0,中通,4.0,2024-02-13,2024/2/16,
DD202404057,20240626,天猫,P011,罗技 MX Master 3S 鼠标,699,1.0,699.0,U0822,湖南,已发货,电脑办公,3.0,邮政,6.0,2024-06-29,,
DD202404685,2024-08-25,拼多多,P038,全棉时代 洗脸巾,49.9,3.0,149.7,U0311,广东,待发货,美妆个护,,,,,,
DD202401671,2024-08-02,抖音,P046,网易严选 保温杯,99,4.0,396.0,U0009,安徽,待发货,家居日用,,,,,,
DD202400221,2024-07-27,拼多多,P048,公牛 插线板,¥49.9,3.0,149.7,U1146,河北,已发货,家居日用,1.0,顺丰,3.0,2024-07-28,,
DD202401394,2024-01-06,天猫,P017,得力 文件夹,15.9,3.0,47.7,U0680,广东,已完成,电脑办公,2.0,圆通,4.0,2024-01-08,2024-01-13,
DD202402232,2024-02-25,京东,P002,iPhone 15 Pro 256G,¥8999,3.0,26997.0,U1092,江苏,已完成,手机数码,3.0,邮政,6.0,2024-02-27,2024-03-02,
DD202402809,2024/7/17,天猫,P026,小米电视65寸,2999,5.0,14995.0,U0864,上海,已完成,家电,2.0,圆通,4.0,2024-07-18,2024-07-22,
DD202401586,2024-06-12,京东,P018,美的 1.5匹空调,"2,799",4.0,11196.0,U0845,湖北,已完成,家电,2.0,中通,4.0,2024-06-14,2024-06-18,
DD202402198,2024-11-02,京东,P005,荣耀 Magic6,3999,1.0,3999.0,U0440,河南,已完成,手机数码,1.0,京东物流,3.0,2024-11-03,2024-11-06,
DD202403795,2024-09-22,拼多多,P036,云南白药 牙膏,39.9,1.0,39.9,U0321,广东,已完成,美妆个护,1.0,京东物流,3.0,2024-09-23,2024-09-24,
DD202401542,2024-11-09,微信小程序,P004,小米1412+256G,4299,2.0,8598.0,U1307,浙江,已发货,手机数码,1.0,京东物流,3.0,2024-11-10,,
DD202401355,2024/12/17,天猫,P041,蒙牛 纯牛奶24盒,69.9,4.0,279.6,U1498,北京,已完成,食品,2.0,圆通,4.0,2024-12-19,2024-12-24,
DD202402899,2024/11/21,天猫,P007,AirPods Pro 2,"1,899",-1.0,-1899.0,U0079,广西,已退款,手机数码,,,,,,发错货
DD202401381,2024-01-30,,P030,南极人 棉袜5双装,29.9,,,U1007,青海,已完成,服饰,2.0,中通,4.0,2024-01-31,2024-02-06,
DD202400478,2024-06-27,京东,P001,iPhone 15 128G,5999,5.0,29995.0,U0569,湖南,已完成,手机数码,2.0,中通,4.0,2024-06-28,2024-07-03,
DD202404649,2024-03-13,京东,P029,阿迪达斯运动外套,599,2.0,1198.0,U1408,江苏,已完成,服饰,1.0,京东物流,3.0,2024-03-14,2024-03-16,
DD202401739,2024-07-26,京东,P038,全棉时代 洗脸巾,49.9,4.0,199.6,U1490,天津,待发货,美妆个护,,,,,,
DD202402765,2024-06-08,拼多多,P011,罗技 MX Master 3S 鼠标,699,,,U1225,浙江,已完成,电脑办公,1.0,顺丰,3.0,2024-06-09,2024/6/10,
DD202401136,,拼多多,P002,iphone 15 pro 256g,"8,999",1.0,8999.0,U0530,辽宁,已完成,手机数码,2.0,圆通,4.0,,,
DD202400186,,京东,P017,得力 文件夹,¥15.9,2.0,31.8,U1040,广东,已取消,电脑办公,,,,,,
DD202401430,2024-06-24,拼多多,P019,海尔 10kg 滚筒洗衣机,1899,1.0,1899.0,U0546,黑龙江,已完成,家电,1.0,顺丰,3.0,2024/6/25,2024-06-27,
DD202402054,2024-03-25,抖音,P023,九阳破壁机,399,3.0,1197.0,U0109,四川,已发货,家电,1.0,顺丰,3.0,2024-03-26,,
DD202401181,2024-12-03,天猫,P001,iPhone 15 128G ,5999,3.0,8998.5,U0724,北京,已完成,手机数码,2.0,中通,4.0,2024-12-04,2024-12-07,
DD202403145,2024-04-09,天猫,P026,小米电视 65寸,¥2999,4.0,11996.0,U1327,河北,已完成,家电,2.0,中通,4.0,2024-04-11,2024/4/14,
DD202404035,2024/12/22,拼多多,P046,网易严选 保温杯,99,2.0,198.0,U0904,福建,待发货,家居日用,,,,,,
DD202404488,2024-01-17,微信小程序,P045,金龙鱼 食用油5L,89.9,4.0,359.6,U1101,江苏,已完成,食品,2.0,中通,4.0,2024/1/19,2024/1/22,
DD202400821,2024-12-01,京东,P037,海飞丝 洗发水,59.9,2.0,119.8,U0905,江苏,已完成,美妆个护,2.0,圆通,4.0,2024/12/2,2024-12-06,
DD202400540,2024/8/15,天猫,P023,九阳破壁机 ,¥399,1.0,399.0,U1013,湖南,已完成,家电,2.0,圆通,4.0,2024-08-17,2024-08-20,
DD202402418,2024-12-11,天猫,P018,美的 1.5匹空调,2799,5.0,,U1499,重庆,已完成,家电,1.0,顺丰,3.0,2024/12/12,2024-12-13,
DD202403759,2024-01-30,天猫,P019,海尔 10kg 滚筒洗衣机,¥1899,2.0,3798.0,U0383,浙江,已完成,家电,1.0,顺丰,3.0,2024-01-31,2024-02-01,
DD202400295,2024-06-28,拼多多,P020,格力电风扇,199,5.0,995.0,U0105,广东,已完成,家电,1.0,顺丰,3.0,2024-06-29,2024/6/30,
DD202402576,2024/5/22,京东,P007,AirPods Pro 2,1899,1.0,1899.0,U0918,北京,已完成,手机数码,1.0,京东物流,3.0,2024-05-23,2024-05-25,
DD202401055,2024/7/6,抖音,P019,海尔 10kg 滚筒洗衣机,,3.0,,U1179,安徽,已完成,家电,3.0,邮政,6.0,2024-07-09,2024-07-12,
DD202402237,2024-11-04,天猫,P038,全棉时代 洗脸巾,49.9,2.0,,U0863,安徽,已取消,美妆个护,,,,,,
DD202404462,2024/12/25,天猫,P015,华为平板 MatePad 11,2199,1.0,2199.0,U1479,山西,已完成,电脑办公,1.0,顺丰,3.0,2024-12-26,2024-12-27,
DD202402278,2024-12-20,京东,P006,RedmiK70,2499,1.0,2499.0,U1049,新疆,已取消,手机数码,,,,,,
DD202400451,2024-04-09,天猫,P001,iPhone 15 128G,5999,2.0,11998.0,U0799,辽宁,已完成,手机数码,2.0,中通,4.0,2024-04-12,2024-04-15,
DD202401144,2024-11-24,天猫,P012,机械键盘 87键,199,5.0,995.0,U0471,广东,已完成,电脑办公,1.0,顺丰,3.0,2024-11-25,2024-11-28,
DD202400263,2024-12-07,京东,P045,金龙鱼 食用油5L,¥89.9,0.0,,U0591,河北,已完成,食品,2.0,圆通,4.0,2024-12-09,2024-12-13,
DD202400166,2024-06-01,天猫,P019,海尔10kg滚筒洗衣机,1899,5.0,9495.0,U0490,山东,已完成,家电,2.0,中通,4.0,2024-06-03,2024-06-07,
DD202402583,2024-11-05,抖音,P003,华为 Mate 60 Pro,6999,2.0,13998.0,U0910,河南,已发货,手机数码,1.0,顺丰,3.0,2024-11-06,,
DD202404237,2024/12/22,天猫,P032,太平鸟牛仔裤,259,5.0,1295.0,U1482,江苏,已完成,服饰,1.0,顺丰,3.0,2024-12-23,2024-12-24,
DD202404242,2024/11/25,天猫,P010,小米 充电宝20000mAh,129,2.0,258.0,U1133,甘肃,已完成,手机数码,2.0,圆通,4.0,2024-11-27,2024-11-29,
DD202401067,2024/12/18,拼多多,P021,米家扫地机器人,¥1599,1.0,1599.0,U1007,广东,已完成,家电,1.0,京东物流,3.0,2024-12-19,2024-12-22,
DD202400535,2024-12-07,京东,P019,海尔 10kg 滚筒洗衣机,1899,4.0,7596.0,U0024,江苏,已取消,家电,,,,,,
DD202403342,2024-02-16,天猫,P038,全棉时代洗脸巾,49.9,4.0,199.6,U0095,贵州,已发货,美妆个护,1.0,顺丰,3.0,2024-02-17,,
DD202400650,2024-12-26,拼多多,P008,索尼 wh-1000xm5 耳机,2399,5.0,11995.0,U0558,广东,已完成,手机数码,2.0,中通,4.0,2024-12-28,2024-12-31,
DD202401158,2024-04-19,拼多多,P042,农夫山泉 矿泉水 ,36,5.0,180.0,U0099,湖南,已完成,食品,3.0,邮政,6.0,2024-04-22,2024-04-28,
DD202404682,2024-09-09,京东,P038,全棉时代洗脸巾,49.9,1.0,49.9,,江苏,已完成,美妆个护,1.0,京东物流,3.0,2024-09-11,2024-09-13,
DD202401630,2024-10-09,天猫,P046,网易严选 保温杯 ,99,1.0,99.0,U1452,陕西,已发货,家居日用,1.0,京东物流,3.0,2024/10/10,,
DD202402346,2024-07-19,天猫,P036,云南白药牙膏,39.9,-1.0,-39.9,U0509,云南,已退款,美妆个护,,,,,,发错货
DD202401707,2024-06-27,微信小程序,P044,良品铺子 零食大礼包,139,-1.0,-139.0,U0383,河北,已退款,食品,,,,,,质量问题
DD202404176,2024-03-27,京东,P038,全棉时代 洗脸巾 ,¥49.9,3.0,149.7,U0395,上海,待发货,美妆个护,,,,,,
DD202404441,2024-09-04,拼多多,P047,全棉时代 浴巾,79,5.0,395.0,U0400,重庆,已完成,家居日用,2.0,圆通,4.0,2024-09-06,2024-09-10,
DD202400678,2024/7/7,京东,P010,小米 充电宝20000mAh,¥129,4.0,516.0,U1306,浙江,待发货,手机数码,,,,,,
DD202400931,2024/11/14,天猫,P040,三只松鼠 坚果礼盒,¥99,4.0,396.0,U0232,辽宁,已完成,食品,2.0,中通,4.0,2024/11/16,2024-11-21,
DD202402389,20240722,天猫,P022,苏泊尔电饭煲,¥299,3.0,897.0,U0878,北京,已完成,家电,1.0,京东物流,3.0,2024-07-23,2024-07-25,
DD202400620,2024-11-01,京东,P039,完美日记 口红,89,-1.0,-89.0,U0823,上海,已退款,美妆个护,,,,,,不想要了
DD202404828,2024-08-02,拼多多,P044,良品铺子 零食大礼包,139,4.0,556.0,U0086,广东,已取消,食品,,,,,,
DD202401688,2024/10/21,抖音,P026,小米电视 65寸,¥2999,1.0,2999.0,U0410,河南,已完成,家电,1.0,顺丰,3.0,2024-10-22,2024-10-24,
DD202400759,2024-04-13,京东,,索尼 wh-1000xm5 耳机,¥2399,4.0,9596.0,U0927,福建,已完成,手机数码,2.0,圆通,4.0,2024-04-14,2024-04-17,
DD202402445,2024/8/28,京东,,得力 文件夹,15.9,4.0,31.8,U0014,山东,已发货,电脑办公,1.0,京东物流,3.0,2024-08-29,,
DD202401640,2024-08-13,拼多多,P038,全棉时代 洗脸巾,49.9,2.0,99.8,U1261,重庆,已完成,美妆个护,1.0,京东物流,3.0,2024-08-14,2024-08-15,
DD202400149,2024-06-01,拼多多,P019,海尔 10kg 滚筒洗衣机,¥1899,5.0,9495.0,U0877,四川,已完成,家电,1.0,京东物流,3.0,2024-06-02,2024-06-03,
DD202404182,2024-07-15,京东,P004,小米 14 12+256G,¥4299,3.0,12897.0,U0263,山东,已完成,手机数码,1.0,顺丰,3.0,2024/7/16,2024-07-18,
DD202400783,2024-09-16,抖音,P041,蒙牛 纯牛奶24盒,69.9,5.0,349.5,U0669,四川,已完成,食品,3.0,邮政,6.0,2024-09-18,2024-09-23,
DD202402795,2024/6/13,拼多多,P032,太平鸟 牛仔裤,259,3.0,777.0,U1456,重庆,已取消,服饰,,,,,,
DD202403063,2024-02-07,天猫,P030,南极人棉袜5双装,29.9,2.0,59.8,U1134,广东,已完成,服饰,1.0,顺丰,3.0,2024-02-08,2024-02-09,
DD202404619,2024-02-16,拼多多,P035,欧莱雅 洗面奶 ,129,-2.0,-258.0,U0567,辽宁,已退款,美妆个护,,,,,,质量问题
DD202403597,2024-06-28,京东,P046,网易严选 保温杯,99,4.0,198.0,U1488,福建,已完成,家居日用,1.0,京东物流,3.0,2024-06-29,2024-07-01,
DD202402681,2024-08-15,抖音,P008,索尼 WH-1000XM5 耳机,2399,4.0,9596.0,U0191,湖南,已完成,手机数码,2.0,圆通,4.0,2024-08-18,2024-08-20,
DD202403333,2024-07-06,天猫,P016,得力 A4 打印纸,¥29.9,3.0,89.69999999999999,U0275,北京,已发货,电脑办公,3.0,邮政,6.0,2024-07-08,,
DD202401003,2024-05-13,京东,P046,网易严选 保温杯,,4.0,,U0465,广东,已完成,家居日用,3.0,邮政,6.0,2024/5/17,2024-05-23,
DD202400633,2024/6/1,拼多多,P001,iPhone 15 128G,5999,1.0,5999.0,U0726,河北,待发货,手机数码,,,,,,
DD202404397,2024-11-04,抖音,P038,全棉时代洗脸巾,49.9,1.0,49.9,U0164,四川,已完成,美妆个护,2.0,中通,4.0,2024-11-06,2024-11-09,
DD202403581,2024-09-04,拼多多,P004,小米 14 12+256G,4299,5.0,21495.0,U0176,云南,已完成,手机数码,2.0,中通,4.0,2024/9/7,2024-09-09,
DD202400483,2024-03-04,微信小程序,P018,美的 1.5匹空调,2799,2.0,5598.0,U0510,广东,待发货,家电,,,,,,
DD202403969,2024/6/28,拼多多,P004,小米1412+256G,4299,3.0,12897.0,U0124,陕西,已发货,手机数码,2.0,中通,4.0,2024/6/29,,
DD202404735,2024/7/27,,P011,罗技 mx master 3s 鼠标,699,5.0,3495.0,U1490,湖北,已完成,电脑办公,1.0,顺丰,3.0,2024/7/28,2024-07-30,
DD202401753,2024-10-17,拼多多,P046,网易严选 保温杯,¥99,3.0,297.0,U0834,浙江,已发货,家居日用,3.0,邮政,6.0,2024-10-19,,
DD202402221,2024/11/25,拼多多,P012,机械键盘 87键,199,1.0,199.0,U1126,河北,待发货,电脑办公,,,,,,
DD202400899,20241029,拼多多,P036,云南白药 牙膏,¥39.9,4.0,159.6,U0863,江苏,已取消,美妆个护,,,,,,
DD202400777,20240716,天猫,P039,完美日记口红,89,1.0,89.0,U1231,福建,已完成,美妆个护,2.0,圆通,4.0,2024-07-18,2024-07-22,
DD202401062,2024-07-27,京东,P012,机械键盘 87键,199,4.0,796.0,U1084,江苏,已取消,电脑办公,,,,,,
DD202400896,2024-10-06,京东,P019,海尔 10kg 滚筒洗衣机,1899,1.0,1899.0,U0636,四川,已完成,家电,2.0,圆通,4.0,2024-10-09,2024-10-12,
DD202402992,2024-08-07,京东,P021,米家扫地机器人,1599,4.0,6396.0,U0639,云南,已取消,家电,,,,,,
DD202403794,2024-06-25,拼多多,P019,海尔 10kg 滚筒洗衣机,1899,2.0,3798.0,U0560,,已完成,家电,3.0,邮政,6.0,2024/6/28,2024-07-02,
DD202400197,2024-10-23,抖音,P018,美的 1.5匹空调,"2,799",5.0,13995.0,U0059,浙江,已完成,家电,2.0,圆通,4.0,2024/10/25,2024-10-30,
DD202404249,2024-07-20,京东,P005,荣耀Magic6,3999,2.0,7998.0,U0571,江苏,已完成,手机数码,1.0,顺丰,3.0,2024-07-21,2024/7/23,
DD202400090,2024-11-12,拼多多,P002,iPhone 15 Pro 256G,8999,4.0,,U0870,北京,已完成,手机数码,3.0,邮政,6.0,2024-11-15,2024-11-20,
DD202400209,2024/7/30,拼多多,P046,网易严选保温杯,¥99,4.0,396.0,U0409,安徽,已完成,家居日用,2.0,圆通,4.0,2024-08-01,2024-08-03,
DD202403999,20240409,京东,P010,小米 充电宝20000mAh,129,3.0,193.5,U1095,福建,已发货,手机数码,1.0,顺丰,3.0,2024-04-10,,
DD202401570,2024/6/8,天猫,P006,Redmi K70,"2,499",5.0,12495.0,U1342,重庆,已完成,手机数码,2.0,圆通,4.0,2024-06-09,2024-06-11,
DD202402211,20240622,天猫,P047,全棉时代 浴巾,79,4.0,316.0,U0756,江苏,已完成,家居日用,1.0,顺丰,3.0,2024-06-23,2024/6/25,
DD202401729,20240927,京东,P038,全棉时代 洗脸巾,49.9,3.0,149.7,U1262,湖北,已完成,美妆个护,3.0,邮政,6.0,2024-09-30,2024-10-03,
DD202404251,2024-08-22,京东,P045,金龙鱼 食用油5L,¥89.9,1.0,89.9,U0488,广西,已完成,食品,2.0,圆通,4.0,2024-08-23,2024-08-25,
DD202403540,2024-10-16,京东,P004,小米 14 12+256g,4299,5.0,,U0851,广东,已完成,手机数码,1.0,顺丰,3.0,2024-10-17,2024/10/19,
DD202402822,2024-12-18,京东,P047,全棉时代 浴巾,79,4.0,316.0,U0398,广东,已完成,家居日用,1.0,京东物流,3.0,2024-12-19,2024-12-21,
DD202402783,2024-04-21,抖音,P007,AirPods Pro 2 ,¥1899,4.0,7596.0,U1114,广东,已完成,手机数码,1.0,京东物流,3.0,2024-04-22,2024-04-24,
DD202403218,2024-10-11,天猫,P021,米家扫地机器人,1599,1.0,1599.0,U1290,浙江,已完成,家电,1.0,顺丰,3.0,2024-10-12,2024-10-14,
DD202401214,2024/12/18,抖音,,欧莱雅 洗面奶,¥129,1.0,,U1044,安徽,已完成,美妆个护,2.0,中通,4.0,2024-12-19,2024-12-22,
DD202402166,2024-03-26,抖音,P021,米家扫地机器人,1599,-3.0,-4797.0,U0136,河北,已退款,家电,,,,,,价格保护
DD202400343,2024/3/13,天猫,P023,九阳破壁机 ,399,5.0,1995.0,U0969,河北,已完成,家电,2.0,中通,4.0,2024-03-15,2024-03-21,
DD202403908,2024/7/16,拼多多,P028,李宁跑步鞋,399,1.0,399.0,U1494,陕西,已完成,服饰,1.0,顺丰,3.0,2024-07-17,2024/7/19,
DD202400619,20240510,京东,P022,苏泊尔电饭煲,299,-3.0,-897.0,U1339,上海,已退款,家电,,,,,,七天无理由
DD202404626,2024-05-19,抖音,P033,兰蔻 小黑瓶精华,760,-2.0,-1520.0,U0635,浙江,已退款,美妆个护,,,,,,七天无理由
DD202403531,2024-10-30,微信小程序,P005,荣耀Magic6,¥3999,1.0,3999.0,U1409,上海,已完成,手机数码,2.0,圆通,4.0,2024-11-03,2024-11-06,
DD202401648,2024-03-08,天猫,P048,公牛 插线板,¥49.9,,,U0948,河北,已完成,家居日用,1.0,顺丰,3.0,2024-03-09,2024-03-11,
DD202401626,2024-06-09,拼多多,P008,索尼WH-1000XM5耳机,"2,399",5.0,11995.0,U0225,上海,已取消,手机数码,,,,,,
DD202400242,2024-03-12,抖音,P001,iPhone 15 128G,"5,999",4.0,23996.0,U0078,北京,已发货,手机数码,2.0,中通,4.0,2024-03-14,,
DD202401165,2024/5/8,拼多多,P011,罗技 MX Master 3S 鼠标 ,699,5.0,3495.0,U1054,北京,已发货,电脑办公,3.0,邮政,6.0,2024-05-10,,
DD202404117,2024-10-01,天猫,P043,星巴克 咖啡豆,128,5.0,640.0,U0561,陕西,已完成,食品,1.0,京东物流,3.0,2024-10-02,2024-10-05,
DD202404202,2024/11/10,京东,P017,得力 文件夹,15.9,2.0,31.8,U1430,北京,已发货,电脑办公,2.0,圆通,4.0,2024-11-12,,
DD202400041,2024-11-15,天猫,P017,得力 文件夹 ,15.9,1.0,15.9,U1069,福建,已完成,电脑办公,1.0,顺丰,3.0,2024-11-16,2024/11/18,
DD202400503,2024-11-11,天猫,P004,小米 14 12+256g,4299,4.0,17196.0,,湖南,已完成,手机数码,1.0,顺丰,3.0,2024-11-12,2024/11/13,
DD202403144,2024-12-07,京东,P020,格力 电风扇,199,3.0,597.0,U0263,广东,已完成,家电,1.0,顺丰,3.0,2024-12-08,2024/12/9,
DD202400942,2024/6/30,拼多多,P004,小米1412+256G,4299,4.0,17196.0,U0100,福建,已发货,手机数码,2.0,圆通,4.0,2024-07-01,,
DD202404103,2024-06-28,拼多多,P021,米家扫地机器人,¥1599,2.0,3198.0,U0523,江苏,已完成,家电,1.0,顺丰,3.0,2024-06-29,2024-06-30,
DD202403026,2024-02-07,天猫,,华为平板 matepad 11,¥2199,3.0,6597.0,U0160,湖北,待发货,电脑办公,,,,,,
DD202403220,2024-12-18,抖音,P002,iPhone 15 Pro 256G,,2.0,,U1326,河南,已发货,手机数码,2.0,圆通,4.0,2024-12-20,,
DD202402252,2024-05-23,天猫,P019,海尔 10kg 滚筒洗衣机,1899,1.0,1899.0,U0245,北京,待发货,家电,,,,,,
DD202400155,2024-06-30,天猫,P022,苏泊尔电饭煲,299,0.0,,U1474,河北,已完成,家电,1.0,京东物流,3.0,2024-07-01,2024-07-02,
DD202401360,2024-10-15,天猫,P018,美的 1.5匹空调,¥2799,1.0,2799.0,U0974,甘肃,已完成,家电,2.0,中通,4.0,2024-10-18,2024-10-21,
DD202403620,2024-05-23,京东,P040,三只松鼠坚果礼盒,99,5.0,495.0,U1010,安徽,已发货,食品,1.0,顺丰,3.0,2024-05-24,,
DD202401324,2024-08-22,拼多多,P016,得力 A4 打印纸,¥29.9,5.0,149.5,U1015,新疆,已完成,电脑办公,2.0,圆通,4.0,2024/8/24,2024-08-27,
DD202401941,2024-02-07,抖音,P050,宜家 收纳箱,69,2.0,138.0,U0863,广东,已完成,家居日用,2.0,圆通,4.0,2024-02-08,2024-02-11,
DD202400869,2024-04-04,天猫,P037,海飞丝 洗发水,59.9,3.0,179.7,U0205,浙江,已完成,美妆个护,1.0,京东物流,3.0,2024-04-06,2024-04-08,
DD202401698,2024-11-17,天猫,P010,小米 充电宝20000mAh,129,4.0,516.0,U0053,浙江,已完成,手机数码,2.0,圆通,4.0,2024-11-18,2024-11-20,
DD202401223,20240713,拼多多,P047,全棉时代 浴巾,79,5.0,395.0,U0528,河南,已完成,家居日用,2.0,圆通,4.0,2024/7/15,2024-07-18,
DD202400750,2024-11-30,拼多多,P005,荣耀 Magic6,¥3999,5.0,19995.0,U0465,天津,已完成,手机数码,2.0,中通,4.0,2024-12-01,2024/12/4,
DD202403847,2024-01-22,天猫,P042,农夫山泉矿泉水,36,2.0,72.0,U0775,新疆,已完成,食品,1.0,京东物流,3.0,2024-01-23,2024-01-26,
