订单号,日期,渠道,商品ID,商品名称,单价,数量,金额,用户ID,收货省份,订单状态,商品品类,承诺发货时效,物流商,承诺送达时效,发货时间,签收时间,退款原因,原始日期,原金额,是否有效订单
DD202402292,2024-03-02,抖音,P041,蒙牛 纯牛奶24盒,69.9,3.0,209.70000000000002,U0208,重庆,待发货,食品,,未知,,,,,2024/3/2,209.7,True
DD202400028,2024-10-15,抖音,P035,欧莱雅 洗面奶,129.0,2.0,258.0,U0937,广东,已发货,美妆个护,2.0,中通,4.0,2024-10-16,,,2024-10-15,,True
DD202400866,2024-07-07,天猫,P029,阿迪达斯运动外套,599.0,3.0,1797.0,U0174,浙江,已完成,服饰,1.0,顺丰,3.0,2024-07-08,2024-07-11,,2024/7/7,1797.0,True
DD202400841,2024-07-04,未知,P027,优衣库 圆领T恤,79.0,2.0,158.0,U0392,江苏,已完成,服饰,2.0,中通,4.0,2024-07-05,2024-07-07,,2024-07-04,158.0,True
DD202400489,2024-11-16,抖音,P047,全棉时代 浴巾,79.0,-3.0,-237.0,U1321,上海,已退款,家居日用,,未知,,,,七天无理由,2024/11/16,-237.0,False
DD202400677,2024-06-16,天猫,P017,得力 文件夹,15.9,1.0,15.9,U0076,湖南,已取消,电脑办公,,未知,,,,,2024/6/16,15.9,False
DD202401433,2024-08-09,京东,P046,网易严选 保温杯,99.0,1.0,99.0,U0905,浙江,已完成,家居日用,3.0,邮政,6.0,2024-08-12,2024-08-17,,2024/8/9,99.0,True
DD202402749,2024-04-08,拼多多,P045,金龙鱼 食用油5L,89.9,2.0,179.8,U1040,山西,已完成,食品,1.0,顺丰,3.0,2024-04-09,2024-04-11,,2024-04-08,179.8,True
DD202402616,2024-12-04,微信小程序,P020,格力 电风扇,199.0,2.0,398.0,U0427,河南,已完成,家电,1.0,京东物流,3.0,2024-12-06,2024-12-08,,2024-12-04,398.0,True
DD202400061,2024-07-06,天猫,P011,罗技 MX Master 3S 鼠标,699.0,5.0,3495.0,U0184,辽宁,已完成,电脑办公,1.0,京东物流,3.0,2024-07-07,2024-07-09,,2024-07-06,3495.0,True
DD202401523,2024-09-02,拼多多,P019,海尔 10kg 滚筒洗衣机,1899.0,3.0,5697.0,U0825,浙江,已发货,家电,1.0,顺丰,3.0,2024-09-03,,,2024/9/2,5697.0,True
DD202401069,2024-03-04,微信小程序,P011,罗技 MX Master 3S 鼠标,699.0,2.0,1398.0,U0160,广东,已取消,电脑办公,,未知,,,,,2024-03-04,1398.0,False
DD202402942,2024-06-12,京东,P015,华为平板 matepad 11,2199.0,1.0,2199.0,U0291,辽宁,已完成,电脑办公,1.0,顺丰,3.0,2024-06-13,2024-06-15,,2024-06-12,2199.0,True
DD202401795,2024-12-03,抖音,P040,三只松鼠坚果礼盒,99.0,-1.0,-99.0,U0180,宁夏,已退款,食品,,未知,,,,质量问题,2024-12-03,-99.0,False
DD202400696,2024-11-22,天猫,未知,欧莱雅 洗面奶 ,129.0,3.0,387.0,U0053,江苏,已完成,美妆个护,1.0,顺丰,3.0,2024-11-23,2024-11-25,,2024-11-22,387.0,True
DD202401066,2024-10-12,京东,P006,Redmi K70,2499.0,3.0,7497.0,U0270,湖南,已取消,手机数码,,未知,,,,,2024-10-12,7497.0,False
DD202402845,2024-03-10,天猫,P018,美的 1.5匹空调,2799.0,1.0,2799.0,U0119,江苏,已取消,家电,,未知,,,,,2024-03-10,,False
DD202401257,2024-04-20,拼多多,P020,格力 电风扇,199.0,3.0,597.0,U1110,山西,已发货,家电,3.0,邮政,6.0,2024-04-22,,,2024-04-20,,True
DD202402557,2024-08-08,拼多多,P046,网易严选保温杯,99.0,3.0,297.0,U0105,浙江,已完成,家居日用,1.0,京东物流,3.0,2024-08-09,2024-08-11,,2024-08-08,297.0,True
DD202401355,2024-12-17,天猫,P041,蒙牛 纯牛奶24盒,69.9,4.0,279.6,U1498,北京,已完成,食品,2.0,圆通,4.0,2024-12-19,2024-12-24,,2024/12/17,279.6,True
DD202402807,2024-12-12,拼多多,P005,荣耀 magic6,,-1.0,,U1126,四川,已退款,手机数码,,未知,,,,价格保护,2024-12-12,,False
DD202401904,2024-08-30,拼多多,P050,宜家 收纳箱,69.0,1.0,69.0,U0909,广东,已取消,家居日用,,未知,,,,,2024/8/30,69.0,False
DD202400643,2024-12-13,拼多多,P002,iphone 15 pro 256g,8999.0,2.0,17998.0,U1054,广东,已完成,手机数码,1.0,顺丰,3.0,2024-12-14,2024-12-18,,2024-12-13,17998.0,True
DD202400374,2024-01-22,天猫,P018,美的 1.5匹空调,2799.0,3.0,8397.0,U1087,江苏,已发货,家电,1.0,京东物流,3.0,2024-01-23,,,20240122,8397.0,True
DD202400871,2024-07-29,天猫,P017,得力 文件夹,15.9,3.0,47.7,U0172,福建,已完成,电脑办公,3.0,邮政,6.0,2024-07-31,2024-08-03,,2024-07-29,47.7,True
DD202401252,2024-04-09,天猫,P008,索尼 WH-1000XM5 耳机,2399.0,1.0,2399.0,U0198,湖北,已发货,手机数码,1.0,顺丰,3.0,2024-04-10,,,2024-04-09,2399.0,True
DD202402164,2024-09-09,微信小程序,P001,iPhone 15 128G,5999.0,-1.0,-5999.0,U0954,上海,已退款,手机数码,,未知,,,,不想要了,2024-09-09,-5999.0,False
DD202402746,2024-06-13,拼多多,P020,格力 电风扇,199.0,1.0,199.0,U0676,福建,已完成,家电,2.0,圆通,4.0,2024-06-15,2024-06-18,,2024-06-13,199.0,True
DD202402825,2024-12-28,天猫,P039,完美日记 口红,89.0,2.0,178.0,U0996,广东,已发货,美妆个护,1.0,顺丰,3.0,2024-12-29,,,2024-12-28,178.0,True
DD202402450,2024-12-02,拼多多,P020,格力 电风扇,199.0,-3.0,-597.0,U0156,浙江,已退款,家电,,未知,,,,质量问题,2024-12-02,-597.0,False
DD202401451,2024-03-23,京东,P002,iPhone 15 Pro 256G,8999.0,3.0,26997.0,U0802,山东,已完成,手机数码,1.0,顺丰,3.0,2024-03-25,2024-03-27,,2024/3/23,26997.0,True
DD202401693,2024-12-18,拼多多,P015,华为平板 MatePad 11,2199.0,2.0,4398.0,U0924,江苏,已完成,电脑办公,2.0,圆通,4.0,2024-12-21,2024-12-24,,2024/12/18,4398.0,True
DD202401845,2024-07-14,抖音,P018,美的 1.5匹空调,2799.0,0.0,0.0,U1477,河南,已退款,家电,,未知,,,,不想要了,2024-07-14,,False
DD202400083,2024-10-20,拼多多,P042,农夫山泉 矿泉水,36.0,1.0,36.0,U0348,内蒙古,已完成,食品,3.0,邮政,6.0,2024-10-22,2024-10-28,,2024/10/20,36.0,True
DD202401979,2024-10-09,京东,P043,星巴克 咖啡豆 ,128.0,-3.0,-384.0,U0345,辽宁,已退款,食品,,未知,,,,物流太慢,20241009,-384.0,False
DD202400717,2024-01-23,天猫,P036,云南白药 牙膏 ,39.9,1.0,39.9,U0659,江苏,待发货,美妆个护,,未知,,,,,2024-01-23,39.9,True
DD202402977,2024-11-02,微信小程序,P046,网易严选 保温杯,99.0,3.0,297.0,U0979,浙江,已完成,家居日用,2.0,中通,4.0,2024-11-05,2024-11-07,,2024-11-02,297.0,True
DD202400434,2024-03-09,天猫,P038,全棉时代 洗脸巾,49.9,2.0,99.8,U1288,河北,已完成,美妆个护,1.0,京东物流,3.0,2024-03-10,2024-03-12,,2024-03-09,99.8,True
DD202402826,2024-11-06,微信小程序,P019,海尔 10kg 滚筒洗衣机,1899.0,0.0,0.0,U0716,甘肃,已完成,家电,2.0,中通,4.0,2024-11-07,2024-11-09,,2024-11-06,,True
DD202401465,2024-06-25,京东,P036,云南白药牙膏,39.9,3.0,119.69999999999999,U0721,山东,已发货,美妆个护,2.0,中通,4.0,2024-06-26,,,2024-06-25,119.7,True
DD202402663,2024-05-09,天猫,P048,公牛 插线板,49.9,4.0,199.6,U1160,江苏,已发货,家居日用,2.0,圆通,4.0,2024-05-11,,,2024/5/9,199.6,True
DD202402918,2024-04-19,拼多多,P021,米家扫地机器人,,2.0,,U0236,山西,已完成,家电,1.0,顺丰,3.0,2024-04-20,2024-04-21,,2024-04-19,,True
DD202401203,2024-07-10,抖音,P043,星巴克 咖啡豆,128.0,-2.0,-256.0,U1374,江苏,已退款,食品,,未知,,,,七天无理由,2024/7/10,-256.0,False
DD202400214,2024-01-16,京东,P017,得力 文件夹 ,15.9,1.0,15.9,U0563,河南,已完成,电脑办公,2.0,中通,4.0,2024-01-17,2024-01-20,,2024/1/16,15.9,True
DD202400796,2024-01-03,微信小程序,P045,金龙鱼 食用油5l,89.9,5.0,449.5,U0399,福建,已完成,食品,1.0,京东物流,3.0,2024-01-04,2024-01-05,,2024/1/3,224.75,True
DD202402249,2024-02-14,天猫,P010,小米 充电宝20000mAh ,129.0,2.0,258.0,U1396,江苏,已完成,手机数码,2.0,中通,4.0,2024-02-16,2024-02-19,,2024/2/14,258.0,True
DD202400925,2024-06-01,京东,P017,得力 文件夹,15.9,2.0,31.8,U0278,河北,已完成,电脑办公,3.0,邮政,6.0,2024-06-03,2024-06-08,,2024-06-01,31.8,True
DD202401835,2024-08-12,京东,P019,海尔 10kg 滚筒洗衣机,1899.0,1.0,1899.0,U0274,北京,待发货,家电,,未知,,,,,2024-08-12,1899.0,True
DD202402445,2024-08-28,京东,未知,得力 文件夹,15.9,4.0,63.6,U0014,山东,已发货,电脑办公,1.0,京东物流,3.0,2024-08-29,,,2024/8/28,31.8,True
DD202401950,2024-12-25,拼多多,P050,宜家 收纳箱,69.0,-3.0,-207.0,U0170,福建,已退款,家居日用,,未知,,,,质量问题,2024-12-25,-207.0,False
DD202401002,2024-12-21,微信小程序,P008,索尼 WH-1000XM5 耳机,2399.0,1.0,2399.0,U1073,广东,已完成,手机数码,2.0,中通,4.0,2024-12-22,2024-12-24,,2024-12-21,,True
DD202401310,2024-03-13,京东,P018,美的1.5匹空调,2799.0,-1.0,-2799.0,U0697,广东,已退款,家电,,未知,,,,不想要了,2024-03-13,-2799.0,False
DD202401157,2024-02-01,抖音,P045,金龙鱼 食用油5L,89.9,1.0,89.9,U0760,浙江,已完成,食品,1.0,顺丰,3.0,2024-02-02,2024-02-03,,2024-02-01,89.9,True
DD202400569,2024-09-26,拼多多,P015,华为平板 matepad 11,2199.0,4.0,8796.0,U0063,安徽,已取消,电脑办公,,未知,,,,,2024-09-26,8796.0,False
DD202401039,2024-01-08,抖音,P017,得力文件夹,15.9,1.0,15.9,U0277,河北,已发货,电脑办公,2.0,圆通,4.0,2024-01-09,,,20240108,15.9,True
DD202400217,2024-11-21,拼多多,P038,全棉时代 洗脸巾,49.9,5.0,249.5,U0873,河南,已完成,美妆个护,1.0,顺丰,3.0,2024-11-22,2024-11-23,,2024/11/21,249.5,True
DD202400692,2024-01-12,拼多多,P018,美的 1.5匹空调,2799.0,3.0,8397.0,U0873,陕西,已完成,家电,3.0,邮政,6.0,2024-01-14,2024-01-20,,2024-01-12,8397.0,True
DD202400284,2024-01-15,抖音,P009,小米手环8,249.0,1.0,249.0,U0782,江苏,已发货,手机数码,1.0,京东物流,3.0,2024-01-16,,,2024-01-15,249.0,True
DD202402654,2024-08-20,抖音,P005,荣耀Magic6,3999.0,1.0,3999.0,U0491,广东,已发货,手机数码,1.0,顺丰,3.0,2024-08-21,,,2024-08-20,3999.0,True
DD202402522,2024-01-15,拼多多,P021,米家扫地机器人,1599.0,2.0,3198.0,U1062,广东,已完成,家电,2.0,圆通,4.0,2024-01-17,2024-01-20,,2024-01-15,3198.0,True
DD202400494,2024-06-19,抖音,P004,小米 14 12+256G,4299.0,2.0,8598.0,U0931,福建,已发货,手机数码,2.0,圆通,4.0,2024-06-21,,,2024-06-19,8598.0,True
DD202401839,2024-05-29,京东,未知,Redmi K70,2499.0,1.0,2499.0,U1004,上海,已取消,手机数码,,未知,,,,,2024-05-29,2499.0,False
DD202402518,2024-04-11,抖音,P043,星巴克 咖啡豆 ,128.0,1.0,128.0,U1356,辽宁,已完成,食品,1.0,京东物流,3.0,2024-04-12,2024-04-13,,2024-04-11,128.0,True
DD202401593,2024-11-28,拼多多,P005,荣耀 Magic6,3999.0,,,U1260,浙江,已完成,手机数码,2.0,中通,4.0,2024-11-29,2024-12-03,,2024-11-28,,True
DD202402134,2024-12-22,抖音,P027,优衣库 圆领T恤,79.0,5.0,395.0,U0880,江苏,已取消,服饰,,未知,,,,,2024/12/22,395.0,False
DD202402865,2024-10-26,抖音,P028,李宁 跑步鞋,399.0,2.0,798.0,U0451,浙江,已完成,服饰,1.0,顺丰,3.0,2024-10-27,2024-10-28,,2024-10-26,798.0,True
DD202402882,2024-03-18,京东,P017,得力 文件夹,15.9,2.0,31.8,U1007,河北,已发货,电脑办公,1.0,京东物流,3.0,2024-03-19,,,2024-03-18,31.8,True
DD202400516,2024-11-20,京东,P034,雅诗兰黛 小棕瓶,950.0,2.0,1900.0,U1058,广东,已完成,美妆个护,3.0,邮政,6.0,2024-11-25,2024-11-29,,2024-11-20,1900.0,True
DD202402351,2024-03-24,抖音,P034,雅诗兰黛 小棕瓶,950.0,5.0,4750.0,U0932,四川,已取消,美妆个护,,未知,,,,,2024-03-24,4750.0,False
DD202400525,2024-04-01,天猫,P003,华为 mate 60 pro,6999.0,-3.0,-20997.0,U0866,湖南,已退款,手机数码,,未知,,,,质量问题,2024-04-01,-20997.0,False
DD202400266,2024-03-15,天猫,P002,iPhone 15 Pro 256G,8999.0,5.0,44995.0,U1354,河北,已发货,手机数码,2.0,圆通,4.0,2024-03-17,,,2024/3/15,44995.0,True
DD202402955,2024-08-17,拼多多,P038,全棉时代 洗脸巾,49.9,5.0,249.5,U0243,浙江,已发货,美妆个护,2.0,圆通,4.0,2024-08-19,,,2024/8/17,249.5,True
DD202400248,2024-10-14,天猫,P004,小米 14 12+256g,4299.0,4.0,17196.0,U0894,云南,已完成,手机数码,2.0,中通,4.0,2024-10-15,2024-10-17,,2024-10-14,17196.0,True
DD202402803,2024-04-13,拼多多,P035,欧莱雅 洗面奶,129.0,1.0,129.0,U1101,上海,已完成,美妆个护,1.0,京东物流,3.0,2024-04-14,2024-04-16,,2024-04-13,129.0,True
DD202400541,2024-03-03,天猫,P042,农夫山泉 矿泉水,36.0,4.0,144.0,U0553,江苏,待发货,食品,,未知,,,,,2024-03-03,144.0,True
DD202401680,2024-04-04,天猫,P018,美的1.5匹空调,2799.0,2.0,5598.0,U1499,云南,已完成,家电,3.0,邮政,6.0,2024-04-07,2024-04-12,,2024-04-04,5598.0,True
DD202402372,2024-11-30,拼多多,P021,米家扫地机器人,,2.0,,U1475,四川,已完成,家电,1.0,顺丰,3.0,2024-12-01,2024-12-02,,2024-11-30,,True
DD202401464,2024-04-25,拼多多,P027,优衣库 圆领T恤 ,,2.0,,U0680,陕西,已完成,服饰,3.0,邮政,6.0,2024-04-29,2024-05-04,,2024-04-25,,True
DD202402755,2024-07-18,京东,P005,荣耀 Magic6,3999.0,5.0,19995.0,U0437,上海,已发货,手机数码,1.0,顺丰,3.0,2024-07-19,,,2024-07-18,19995.0,True
DD202400951,2024-02-18,抖音,P035,欧莱雅 洗面奶 ,129.0,1.0,129.0,U0591,湖南,已完成,美妆个护,3.0,邮政,6.0,2024-02-21,2024-02-27,,2024-02-18,,True
DD202402944,2024-10-26,天猫,P007,AirPods Pro 2 ,1899.0,3.0,5697.0,U0084,天津,已完成,手机数码,3.0,邮政,6.0,2024-10-28,2024-11-01,,2024-10-26,,True
DD202400221,2024-07-27,拼多多,P048,公牛 插线板,49.9,3.0,149.7,U1146,河北,已发货,家居日用,1.0,顺丰,3.0,2024-07-28,,,2024-07-27,149.7,True
DD202400791,2024-08-23,微信小程序,P005,荣耀 Magic6,3999.0,4.0,15996.0,U0016,山西,已完成,手机数码,1.0,顺丰,3.0,2024-08-24,2024-08-26,,2024-08-23,15996.0,True
DD202402670,2024-07-09,京东,P005,荣耀 Magic6 ,3999.0,5.0,19995.0,U1149,广东,已发货,手机数码,2.0,圆通,4.0,2024-07-11,,,2024-07-09,19995.0,True
DD202401204,2024-04-09,微信小程序,P026,小米电视65寸,2999.0,5.0,14995.0,U0816,四川,已完成,家电,1.0,顺丰,3.0,2024-04-10,2024-04-12,,2024/4/9,14995.0,True
DD202402881,2024-12-20,京东,P027,优衣库 圆领T恤,79.0,-2.0,-158.0,U0986,浙江,已退款,服饰,,未知,,,,七天无理由,2024/12/20,-158.0,False
DD202401282,2024-10-10,天猫,P015,华为平板 MatePad 11 ,2199.0,4.0,8796.0,U0628,重庆,已完成,电脑办公,1.0,京东物流,3.0,2024-10-11,2024-10-13,,2024-10-10,8796.0,True
DD202401653,2024-10-05,天猫,P028,李宁 跑步鞋,399.0,4.0,1596.0,U1221,广东,已完成,服饰,2.0,圆通,4.0,2024-10-07,2024-10-10,,2024-10-05,1596.0,True
DD202401182,2024-03-17,天猫,P007,AirPods Pro 2,1899.0,2.0,3798.0,U0822,广东,已发货,手机数码,1.0,顺丰,3.0,2024-03-18,,,2024/3/17,3798.0,True
DD202402093,2024-04-23,天猫,P012,机械键盘87键,199.0,3.0,597.0,U1193,河北,已取消,电脑办公,,未知,,,,,2024-04-23,597.0,False
DD202401637,2024-06-19,京东,P008,索尼 WH-1000XM5 耳机,2399.0,2.0,4798.0,U0054,湖南,已完成,手机数码,1.0,京东物流,3.0,2024-06-20,2024-06-22,,20240619,4798.0,True
DD202400448,,天猫,P048,公牛插线板,49.9,3.0,149.7,U0841,四川,已完成,家居日用,3.0,邮政,6.0,,,,,149.7,True
DD202402434,2024-11-23,京东,P042,农夫山泉矿泉水,36.0,2.0,72.0,U0298,四川,已完成,食品,1.0,顺丰,3.0,2024-11-24,2024-11-25,,2024-11-23,72.0,True
DD202401936,2024-06-23,天猫,P007,AirPods Pro 2,1899.0,3.0,5697.0,U0166,山东,已完成,手机数码,2.0,圆通,4.0,2024-06-25,2024-06-29,,2024-06-23,5697.0,True
DD202401435,2024-01-05,拼多多,P034,雅诗兰黛小棕瓶,950.0,2.0,1900.0,U1066,吉林,已完成,美妆个护,1.0,顺丰,3.0,2024-01-06,2024-01-08,,2024-01-05,950.0,True
DD202400021,2024-03-09,天猫,P009,小米手环8,249.0,-1.0,-249.0,U1123,江西,已退款,手机数码,,未知,,,,七天无理由,2024-03-09,-249.0,False
DD202400262,2024-03-03,天猫,P003,华为 mate 60 pro,6999.0,3.0,20997.0,U0451,北京,已完成,手机数码,1.0,京东物流,3.0,2024-03-04,2024-03-05,,2024-03-03,20997.0,True
DD202402754,2024-02-06,天猫,P038,全棉时代 洗脸巾 ,,3.0,,U0655,四川,已完成,美妆个护,1.0,顺丰,3.0,2024-02-07,2024-02-08,,2024-02-06,,True
DD202402109,2024-07-08,天猫,P033,兰蔻 小黑瓶精华,760.0,0.0,0.0,U1165,四川,待发货,美妆个护,,未知,,,,,2024-07-08,,True
DD202401146,2024-12-24,京东,P038,全棉时代 洗脸巾,49.9,5.0,249.5,U1009,四川,已完成,美妆个护,2.0,圆通,4.0,2024-12-26,2024-12-29,,2024-12-24,249.5,True
DD202402625,2024-01-13,拼多多,P012,机械键盘 87键,199.0,2.0,398.0,U0254,云南,已完成,电脑办公,1.0,顺丰,3.0,2024-01-14,2024-01-16,,2024-01-13,199.0,True
DD202402816,2024-03-08,抖音,P005,荣耀 Magic6,3999.0,5.0,19995.0,U0329,山东,已取消,手机数码,,未知,,,,,2024-03-08,19995.0,False
DD202400927,2024-11-18,微信小程序,P018,美的 1.5匹空调,2799.0,5.0,13995.0,U1243,湖北,待发货,家电,,未知,,,,,2024/11/18,13995.0,True
DD202400992,2024-07-04,天猫,P043,星巴克 咖啡豆,128.0,4.0,512.0,U1444,贵州,已完成,食品,1.0,顺丰,3.0,2024-07-05,2024-07-07,,2024/7/4,512.0,True
DD202401592,2024-11-26,拼多多,P019,海尔 10kg 滚筒洗衣机,1899.0,1.0,1899.0,U0237,安徽,已完成,家电,1.0,顺丰,3.0,2024-11-27,2024-11-28,,2024-11-26,,True
DD202401616,2024-11-08,抖音,P028,李宁 跑步鞋,399.0,1.0,399.0,U0885,辽宁,已完成,服饰,1.0,顺丰,3.0,2024-11-09,2024-11-11,,2024-11-08,199.5,True
DD202401784,2024-07-26,京东,P007,AirPods Pro 2,1899.0,1.0,1899.0,U0842,北京,已完成,手机数码,1.0,顺丰,3.0,2024-07-27,2024-07-28,,2024-07-26,1899.0,True
DD202401389,2024-07-19,抖音,P011,罗技 MX Master 3S 鼠标,699.0,-1.0,-699.0,U0100,广西,已退款,电脑办公,,未知,,,,七天无理由,2024-07-19,-699.0,False
DD202400431,2024-04-11,京东,P022,苏泊尔电饭煲 ,299.0,4.0,1196.0,U0997,广东,已完成,家电,2.0,中通,4.0,2024-04-12,2024-04-14,,2024-04-11,1196.0,True
DD202402562,2024-04-09,拼多多,P008,索尼 WH-1000XM5 耳机,2399.0,0.0,0.0,U0620,北京,已完成,手机数码,1.0,京东物流,3.0,2024-04-10,2024-04-11,,2024-04-09,,True
DD202402137,2024-01-17,京东,P021,米家扫地机器人,,4.0,,U1017,江苏,已完成,家电,2.0,圆通,4.0,2024-01-18,2024-01-23,,2024/1/17,,True
DD202401920,2024-08-30,抖音,P011,罗技 MX Master 3S 鼠标,699.0,1.0,699.0,U1000,内蒙古,已完成,电脑办公,2.0,中通,4.0,2024-09-01,2024-09-04,,2024-08-30,699.0,True
DD202402981,2024-06-16,未知,P034,雅诗兰黛 小棕瓶,950.0,5.0,4750.0,U0391,湖北,已完成,美妆个护,2.0,圆通,4.0,2024-06-18,2024-06-23,,2024-06-16,4750.0,True
DD202400014,2024-01-08,京东,P015,华为平板 MatePad 11,2199.0,1.0,2199.0,U1088,湖南,已完成,电脑办公,1.0,京东物流,3.0,2024-01-09,2024-01-11,,2024-01-08,2199.0,True
DD202402460,2024-03-12,抖音,P007,AirPodsPro2,1899.0,5.0,9495.0,U0903,浙江,已发货,手机数码,3.0,邮政,6.0,2024-03-17,,,2024-03-12,9495.0,True
DD202402662,2024-04-11,拼多多,P049,苏泊尔 炒锅 ,159.0,-3.0,-477.0,U0918,北京,已退款,家居日用,,未知,,,,价格保护,2024-04-11,-477.0,False
DD202400869,2024-04-04,天猫,P037,海飞丝 洗发水,59.9,3.0,179.7,U0205,浙江,已完成,美妆个护,1.0,京东物流,3.0,2024-04-06,2024-04-08,,2024-04-04,179.7,True
DD202402402,2024-03-26,拼多多,P050,宜家 收纳箱,69.0,-2.0,-138.0,U0596,江苏,已退款,家居日用,,未知,,,,不想要了,2024-03-26,-138.0,False
DD202400194,2024-01-23,拼多多,P047,全棉时代 浴巾,79.0,2.0,158.0,U0938,河南,已完成,家居日用,1.0,顺丰,3.0,2024-01-24,2024-01-26,,2024-01-23,158.0,True
DD202402453,2024-02-14,微信小程序,P032,太平鸟 牛仔裤,259.0,2.0,518.0,U0155,河北,已完成,服饰,2.0,中通,4.0,2024-02-16,2024-02-20,,2024-02-14,518.0,True
DD202402939,2024-05-04,拼多多,P043,星巴克 咖啡豆,128.0,4.0,512.0,U0910,山东,已发货,食品,1.0,京东物流,3.0,2024-05-07,,,20240504,512.0,True
DD202402612,2024-11-13,天猫,P035,欧莱雅 洗面奶,129.0,3.0,387.0,U0107,安徽,已完成,美妆个护,1.0,京东物流,3.0,2024-11-14,2024-11-16,,2024-11-13,387.0,True
DD202401183,2024-01-26,京东,P048,公牛 插线板,49.9,1.0,49.9,U0466,广东,已完成,家居日用,1.0,顺丰,3.0,2024-01-27,2024-01-29,,2024-01-26,49.9,True
DD202401438,2024-09-01,拼多多,P038,全棉时代 洗脸巾,49.9,1.0,49.9,U0480,山东,待发货,美妆个护,,未知,,,,,2024/9/1,49.9,True
DD202400768,2024-12-09,天猫,P008,索尼 WH-1000XM5 耳机,2399.0,4.0,9596.0,U0280,安徽,已取消,手机数码,,未知,,,,,2024-12-09,9596.0,False
DD202401172,2024-05-08,微信小程序,P043,星巴克 咖啡豆 ,128.0,-2.0,-256.0,U0780,江苏,已退款,食品,,未知,,,,质量问题,2024-05-08,-256.0,False
DD202402598,2024-11-23,微信小程序,P038,全棉时代 洗脸巾,49.9,4.0,199.6,U0777,山东,已完成,美妆个护,2.0,圆通,4.0,2024-11-24,2024-11-27,,2024-11-23,199.6,True
DD202401802,,抖音,P021,米家扫地机器人,1599.0,0.0,0.0,U0842,广东,已完成,家电,2.0,中通,4.0,,,,,,True
DD202400152,2024-03-10,拼多多,P043,星巴克 咖啡豆,128.0,1.0,128.0,U0018,江苏,已完成,食品,2.0,中通,4.0,2024-03-11,2024-03-14,,2024-03-10,128.0,True
DD202400095,2024-11-22,天猫,P038,全棉时代 洗脸巾,49.9,3.0,149.7,U0234,四川,已完成,美妆个护,2.0,圆通,4.0,2024-11-24,2024-11-27,,2024-11-22,149.7,True
DD202402727,2024-12-26,京东,P028,李宁 跑步鞋,399.0,3.0,1197.0,U1240,福建,已完成,服饰,2.0,圆通,4.0,2024-12-28,2024-12-30,,2024-12-26,1197.0,True
DD202400774,2024-10-23,京东,P029,阿迪达斯 运动外套,599.0,5.0,2995.0,U0136,浙江,已完成,服饰,1.0,京东物流,3.0,2024-10-24,2024-10-27,,2024-10-23,2995.0,True
DD202402575,2024-05-09,天猫,P039,完美日记 口红,89.0,4.0,356.0,U0758,广东,已发货,美妆个护,2.0,圆通,4.0,2024-05-10,,,2024/5/9,356.0,True
DD202400596,2024-05-08,京东,P026,小米电视 65寸,2999.0,5.0,14995.0,U0350,广东,已发货,家电,2.0,圆通,4.0,2024-05-10,,,2024/5/8,14995.0,True
DD202402365,2024-12-26,天猫,未知,全棉时代 洗脸巾,49.9,2.0,99.8,U1065,广东,已完成,美妆个护,2.0,中通,4.0,2024-12-29,2025-01-01,,2024-12-26,99.8,True
DD202401643,2024-04-17,天猫,P046,网易严选 保温杯,99.0,5.0,495.0,U0190,广东,已完成,家居日用,2.0,圆通,4.0,2024-04-19,2024-04-22,,2024-04-17,495.0,True
